SOLAR_IRR_TOTAL
26897
26202
28383
27402
25913
25921
26740
26484
28456
26230
27034
28038
28348
26761
25894
27324
27132
27318
25832
26870
27321
27554
26211
25286
26550
27230
28389
26886
25410
28542
26239
28178
26597
26362
25202
26157
28041
27142
27379
27126
26984
28191
27524
26776
26206
26216
29071
26398
28730
25559
26777
26542
27714
27623
26546
27563
26883
26578
29183
27477
25618
25804
27032
27895
26968
28230
26224
25720
27572
27626
26151
26536
28405
27752
25207
28308
26681
26940
27011
28991
27187
27285
27258
27247
25945
27269
27640
26192
27876
25796
27726
28043
28172
26784
26873
28287
27858
27141
27168
26835
27981
26394
26714
26190
25854
26872
27417
26876
27262
27491
26838
25486
26624
27182
26650
26567
27273
27275
26133
27682
27133
28051
27821
27305
27122
27074
26248
26142
27295
27043
27351
25282
27264
27725
27708
27171
26286
26247
27258
26793
25946
26959
27981
26722
27036
26806
26839
24692
25655
26286
26056
28772
26686
26791
25602
28126
26428
25742
25515
27414
26546
28691
26411
27758
28238
28221
26337
27307
27537
26275
26740
27480
28430
25808
26801
27474
26355
26225
27664
27203
27057
27983
28315
26255
29126
26624
28219
25653
28538
26326
26474
26673
25250
26904
28123
26376
26842
26299
27758
27391
27703
27940
25538
27009
26709
28613
26344
25955
28538
28394
25472
28063
27061
26622
26110
27278
27241
27759
27487
27460
25746
27536
28465
27267
25605
27618
27892
25898
26966
26664
26802
26643
27975
26945
27050
27657
26434
25601
26922
26082
26252
27788
28257
27882
26568
27876
27092
26762
27747
27094
26646
27046
28227
26891
26607
28128
27632
27336
26986
27467
27168
26308
25527
26388
28801
26736
27171
26294
27393
26659
26967
26198
25911
25509
27532
27422
25862
26627
28413
26490
28114
27300
25642
26063
26861
28132
26215
27552
26145
27195
27539
27061
26480
26543
27190
27058
26738
29478
26472
26800
25889
28352
27339
26801
26502
26287
27209
27995
26826
25386
25980
26319
28359
26071
27875
26144
26878
26812
27013
26204
27620
26417
29038
26024
28340
27476
26648
27477
26577
27210
28017
27698
27350
26127
28209
28166
26881
26815
27994
28266
26446
28828
26420
27177
27393
28387
24896
27799
28141
27088
25212
27222
27316
25415
27054
27260
27065
27861
28035
26700
25827
28136
27226
25280
27410
28592
27146
27077
27919
27761
26232
27417
27561
27723
27395
25917
26809
25987
27245
26105
25438
28101
27510
27156
26975
27389
26791
28148
26478
26357
27512
26951
26409
26093
27281
26313
27234
25710
25144
27257
28595
26533
27942
26438
28110
26717
26966
25983
24918
27064
28170
26809
26493
27430
28035
26532
25653
27173
27804
26977
26822
26673
26626
29003
25976
26540
26121
27795
28594
27251
27163
27629
26700
28543
25902
27193
26230
26252
27431
26524
26581
27322
26494
27537
27845
26722
25998
28194
28597
27395
28313
27202
27032
26390
27913
26700
26123
28124
29009
25772
27959
27722
27367
24923
27917
27956
26808
27191
27042
25749
28740
27892
26937
26136
28412
27208
25819
27935
26389
26145
27403
27174
26982
26162
27736
26745
25978
27291
26711
26463
27637
28187
26608
26797
28351
27146
26942
27047
27932
26912
27245
26518
27673
27798
27132
26471
26086
27742
26684
27366
25991
25724
26946
27530
26900
26235
26436
27215
27227
26575
26091
26143
26412
27487
27146
27253
27423
26400
27500
26045
26573
26817
26490
26170
26429
27111
28287
26289
27412
26041
28061
26317
27439
26349
28163
27218
28091
26765
25664
25846
25862
26439
25816
27573
27572
27096
27018
27449
26517
25172
25793
27794
25975
27599
27183
27243
28230
28491
25683
26423
26915
27842
26147
28386
27569
27312
27063
26619
27470
26999
27889
25974
26525
29224
28325
25133
27247
27296
28289
25923
28584
27126
25599
28110
26828
25389
28143
27527
26615
25645
27770
26971
26301
27235
27664
28074
27474
28092
27561
26548
27838
28237
26348
27607
26187
27117
25772
27895
27294
26123
28455
27133
26046
27434
27114
26447
27091
27028
27283
26689
27528
27696
27455
26695
28161
27425
27054
26720
26828
26635
26456
27294
26572
26806
27484
27522
26391
27884
26856
26917
27225
26514
26417
29366
27183
28026
25909
27475
26448
27434
26994
26459
26440
26945
27523
25855
27587
27033
27479
25583
27097
27322
27990
24967
26807
25869
29259
27797
27157
25736
28414
26267
27310
26714
25118
25598
27576
27893
26977
27510
26614
26642
26931
27892
26660
26535
26762
29382
25516
28962
27663
26627
25771
28150
27158
26454
27605
27441
26709
29281
27184
26336
25737
27022
27320
27137
27476
25670
26841
27437
27140
25828
26560
28074
27801
25575
28456
26290
25877
27930
26651
27808
26420
27567
27150
25783
27095
27977
25674
28211
27168
27788
27818
27861
27826
27071
27710
28262
27733
26079
27394
27063
26079
27210
26240
26393
27141
27978
26623
26462
27493
26410
27317
26863
27104
24882
26730
27933
28112
26035
27429
27288
26196
27511
26971
28590
26559
27648
26170
27344
26322
27361
24986
27233
27865
27853
26995
25897
26744
28962
26780
25608
26381
27422
26827
26423
27078
26336
24793
27005
26088
25807
29036
26958
26733
25369
28528
26102
25928
26255
28567
26017
28782
26174
27358
27537
26923
26739
26683
27683
26668
27137
25979
27632
26067
27202
26840
26418
25888
27962
27113
27076
28723
27281
25850
27545
26519
28614
25860
28012
27052
27120
26928
25957
26543
27415
26503
26624
26211
27575
28392
27013
28424
27310
27243
25620
28914
25832
26199
28151
27265
26428
27358
26428
27186
26518
28431
27049
26410
27639
27696
26328
27552
28522
27115
25776
27808
28020
26441
26896
27148
26287
27988
27542
27010
25473
27750
26454
25704
27489
26135
26186
27856
27993
27439
26085
27795
26771
27531
27230
26725
26924
28321
27821
26561
26766
28075
27135
26846
27379
27384
27231
26330
27159
26528
28686
27056
27112
26401
27588
26654
27230
25194
25113
27334
28209
26237
25576
26750
26833
26503
27279
28170
25473
26337
26843
26936
27068
26212
27334
27319
26004
27555
26505
26329
27116
27493
26663
29693
27071
26746
25680
26778
28235
27460
26438
27022
27362
27990
27252
25289
26097
26486
28883
26252
27656
26968
26208
27558
27145
25513
25509
26466
28048
26867
27599
27246
26733
27402
26743
27499
27998
27760
27275
25925
28194
27821
26517
26584
26573
28356
26408
28534
25846
26119
28954
27112
25482
26266
28160
26914
26009
27504
27216
25113
27596
27521
26906
27020
28446
27088
27721
27391
27241
25666
27255
28018
26118
27055
27065
27855
26500
27536
27718
27796
27116
26130
26811
27717
27777
26242
25552
28096
27874
27904
27328
26612
27401
26741
26680
26007
26391
26794
26979
26258
27662
26357
27597
24893
26454
27206
28801
26113
28285
26435
28150
27129
26630
26363
24774
26762
26348
27006
25940
26431
27407
26342
27687
26284
27068
27430
26940
27800
26297
26940
25899
26425
25821
28200
28059
27069
25602
27965
26701
27114
26367
26014
25763
26704
27598
26560
27093
26757
26407
25940
28054
26250
26026
28526
28543
26945
27810
27318
27517
26401
26634
26238
26519
27426
27778
25565
28391
28122
27208
25942
27864
27930
25984
27725
27837
26336
29049
27188
26482
26238
28493
27216
25998
26699
25580
26398
27751
27315
27610
26592
27825
26496
26882
28239
26609
26918
27602
28359
27523
25609
28449
27549
26713
27384
27954
27247
26465
26827
26733
27439
27077
27662
25768
27668
27904
28049
25367
25858
27321
27615
26708
26671
26703
26909
27455
27977
25075
26381
26164
26235
27408
26701
26683
27670
27628
27050
27452
26360
26930
25686
27199
26950
28725
26713
27577
25900
28282
27113
27292
26279
27055
27287
26297
26899
25380
25818
27390
26726
27033
26954
26759
26662
27536
27925
25653
25296
26685
29224
25587
28810
26713
26954
27551
26689
25508
26118
27322
28908
26059
28543
27014
27480
27297
26755
27817
26523
27807
26114
26749
28956
28032
25382
26698
27352
27434
26559
28082
26458
26971
28333
25836
25345
26111
27427
26709
25613
28014
27035
26526
27063
27884
28431
27098
28010
27662
26522
27212
27296
26232
27824
25331
27267
27501
28047
27312
26357
28257
27001
27366
26324
27051
27020
26927
27346
27093
25827
27135
27423
27457
27407
27825
27474
25301
26991
26717
27297
26345
27295
26004
26892
27436
27673
26109
28101
27132
26916
27198
26416
26664
28720
27071
27464
24962
27315
27177
27255
27173
26068
26839
26020
27464
25595
27795
27927
27586
26374
28269
27342
25811
26042
26600
26104
28981
26385
26633
26041
27152
26319
26046
26017
24862
25981
27651
26737
27857
27762
26696
27053
27008
27872
26524
26821
26399
28216
26138
27218
28233
26601
25718
26818
27361
27093
27911
27012
26669
28795
27377
26069
25770
26911
27581
26708
27670
25788
26797
27530
27189
26621
26172
27143
27617
26435
27990
26677
26475
27803
26832
